276.496	 -0.120	 -0.270
276.500	  0.065	 -0.290
276.504	  0.300	 -0.280
276.508	  0.505	 -0.300
276.512	  0.600	 -0.260
276.516	  0.700	 -0.250
276.520	  0.740	 -0.310
276.524	  0.745	 -0.685
276.528	  0.670	 -1.325
276.532	  0.590	 -1.965
276.536	  0.510	 -2.605
276.540	  0.445	 -3.145
276.544	  0.430	 -3.370
276.548	  0.435	 -3.455
276.552	  0.445	 -3.525
276.556	  0.435	 -3.565
276.560	  0.360	 -3.525
276.564	  0.235	 -3.510
276.568	  0.125	 -3.425
276.572	  0.075	 -3.235
276.576	  0.150	 -3.045
276.580	  0.310	 -2.850
276.584	  0.390	 -2.760
276.588	  0.380	 -2.635
276.592	  0.220	 -2.500
276.596	  0.000	 -2.210
276.600	 -0.205	 -1.855
276.604	 -0.335	 -1.455
276.608	 -0.400	 -1.160
276.612	 -0.410	 -0.935
276.616	 -0.415	 -0.740
276.620	 -0.480	 -0.590
276.624	 -0.520	 -0.420
276.628	 -0.560	 -0.220
276.632	 -0.575	 -0.045
276.636	 -0.560	  0.060
276.640	 -0.565	  0.115
276.644	 -0.570	  0.135
276.648	 -0.565	  0.130
276.652	 -0.555	  0.155
276.656	 -0.540	  0.130
276.660	 -0.555	  0.155
276.664	 -0.530	  0.150
276.668	 -0.545	  0.175
276.672	 -0.560	  0.165
276.676	 -0.575	  0.200
276.680	 -0.580	  0.200
276.684	 -0.560	  0.205
276.688	 -0.550	  0.215
276.692	 -0.530	  0.215
276.696	 -0.530	  0.220
276.700	 -0.555	  0.245
276.704	 -0.565	  0.240
276.708	 -0.580	  0.250
276.712	 -0.595	  0.270
276.716	 -0.590	  0.280
276.720	 -0.600	  0.295
276.724	 -0.580	  0.330
276.728	 -0.565	  0.330
276.732	 -0.595	  0.295
276.736	 -0.600	  0.325
276.740	 -0.600	  0.330
276.744	 -0.615	  0.330
276.748	 -0.625	  0.355
276.752	 -0.635	  0.400
276.756	 -0.615	  0.405
276.760	 -0.620	  0.415
276.764	 -0.630	  0.445
276.768	 -0.635	  0.475
276.772	 -0.665	  0.465
276.776	 -0.670	  0.485
276.780	 -0.680	  0.515
276.784	 -0.660	  0.525
276.788	 -0.670	  0.560
276.792	 -0.690	  0.590
276.796	 -0.670	  0.575
276.800	 -0.675	  0.610
276.804	 -0.690	  0.640
276.808	 -0.695	  0.650
276.812	 -0.695	  0.670
276.816	 -0.705	  0.675
276.820	 -0.725	  0.700
276.824	 -0.705	  0.730
276.828	 -0.685	  0.760
276.832	 -0.695	  0.780
276.836	 -0.690	  0.790
276.840	 -0.660	  0.805
276.844	 -0.660	  0.800
276.848	 -0.670	  0.825
276.852	 -0.685	  0.860
276.856	 -0.670	  0.860
276.860	 -0.670	  0.880
276.864	 -0.640	  0.885
276.868	 -0.650	  0.875
276.872	 -0.655	  0.905
276.876	 -0.650	  0.875
276.880	 -0.610	  0.880
276.884	 -0.605	  0.870
276.888	 -0.590	  0.875
276.892	 -0.560	  0.850
276.896	 -0.555	  0.850
276.900	 -0.530	  0.840
276.904	 -0.500	  0.795
276.908	 -0.470	  0.775
276.912	 -0.480	  0.745
276.916	 -0.445	  0.685
276.920	 -0.420	  0.630
276.924	 -0.425	  0.570
276.928	 -0.430	  0.540
276.932	 -0.405	  0.490
276.936	 -0.385	  0.455
276.940	 -0.375	  0.400
276.944	 -0.370	  0.330
276.948	 -0.360	  0.255
276.952	 -0.345	  0.225
276.956	 -0.360	  0.180
276.960	 -0.355	  0.130
276.964	 -0.375	  0.075
276.968	 -0.390	  0.055
276.972	 -0.370	  0.000
276.976	 -0.355	  0.005
276.980	 -0.370	 -0.010
276.984	 -0.360	 -0.045
276.988	 -0.365	 -0.075
276.992	 -0.385	 -0.080
276.996	 -0.400	 -0.095
277.000	 -0.425	 -0.090
277.004	 -0.420	 -0.100
277.008	 -0.435	 -0.115
277.012	 -0.410	 -0.120
277.016	 -0.405	 -0.105
277.020	 -0.400	 -0.120
277.024	 -0.420	 -0.115
277.028	 -0.415	 -0.105
277.032	 -0.405	 -0.100
277.036	 -0.425	 -0.090
277.040	 -0.435	 -0.110
277.044	 -0.430	 -0.100
277.048	 -0.435	 -0.090
277.052	 -0.435	 -0.095
277.056	 -0.440	 -0.085
277.060	 -0.405	 -0.100
277.064	 -0.425	 -0.115
277.068	 -0.430	 -0.105
277.072	 -0.435	 -0.080
277.076	 -0.450	 -0.085
277.080	 -0.440	 -0.120
277.084	 -0.435	 -0.100
277.088	 -0.425	 -0.090
277.092	 -0.425	 -0.120
277.096	 -0.385	 -0.120
277.100	 -0.385	 -0.135
277.104	 -0.400	 -0.140
277.108	 -0.410	 -0.135
277.112	 -0.440	 -0.140
277.116	 -0.415	 -0.140
277.120	 -0.420	 -0.145
277.124	 -0.390	 -0.145
277.128	 -0.380	 -0.160
277.132	 -0.395	 -0.170
277.136	 -0.385	 -0.180
277.140	 -0.395	 -0.175
277.144	 -0.385	 -0.185
277.148	 -0.400	 -0.200
277.152	 -0.410	 -0.190
277.156	 -0.410	 -0.185
277.160	 -0.405	 -0.190
277.164	 -0.385	 -0.200
277.168	 -0.390	 -0.210
277.172	 -0.400	 -0.225
277.176	 -0.390	 -0.220
277.180	 -0.390	 -0.220
277.184	 -0.380	 -0.215
277.188	 -0.350	 -0.235
277.192	 -0.335	 -0.230
277.196	 -0.315	 -0.200
277.200	 -0.275	 -0.215
277.204	 -0.245	 -0.230
277.208	 -0.225	 -0.235
277.212	 -0.230	 -0.210
277.216	 -0.220	 -0.195
277.220	 -0.225	 -0.175
277.224	 -0.195	 -0.150
277.228	 -0.155	 -0.150
277.232	 -0.125	 -0.145
277.236	 -0.135	 -0.100
277.240	 -0.110	 -0.095
277.244	 -0.135	 -0.090
277.248	 -0.190	 -0.105
277.252	 -0.195	 -0.115
277.256	 -0.205	 -0.115
277.260	 -0.225	 -0.120
277.264	 -0.230	 -0.145
277.268	 -0.225	 -0.185
277.272	 -0.235	 -0.205
277.276	 -0.255	 -0.235
277.280	 -0.260	 -0.245
277.284	 -0.280	 -0.245
277.288	 -0.310	 -0.265
277.292	 -0.330	 -0.270
277.296	 -0.360	 -0.295
277.300	 -0.370	 -0.280
277.304	 -0.400	 -0.285
277.308	 -0.390	 -0.310
277.312	 -0.380	 -0.280
277.316	 -0.400	 -0.270
277.320	 -0.405	 -0.260
277.324	 -0.415	 -0.260
277.328	 -0.420	 -0.260
277.332	 -0.435	 -0.270
277.336	 -0.400	 -0.260
277.340	 -0.390	 -0.285
277.344	 -0.385	 -0.285
277.348	 -0.385	 -0.305
277.352	 -0.385	 -0.270
277.356	 -0.415	 -0.300
277.360	 -0.400	 -0.280
277.364	 -0.405	 -0.260
277.368	 -0.420	 -0.275
277.372	 -0.400	 -0.275
277.376	 -0.385	 -0.285
277.380	 -0.370	 -0.265
277.384	 -0.380	 -0.295
277.388	 -0.380	 -0.290
277.392	 -0.385	 -0.295
277.396	 -0.375	 -0.295
277.400	 -0.360	 -0.285
277.404	 -0.340	 -0.285
277.408	 -0.285	 -0.290
277.412	 -0.205	 -0.280
277.416	 -0.090	 -0.290
277.420	  0.085	 -0.285
277.424	  0.265	 -0.295
277.428	  0.430	 -0.320
277.432	  0.530	 -0.295
277.436	  0.575	 -0.250
277.440	  0.615	 -0.260
277.444	  0.595	 -0.495
277.448	  0.590	 -1.045
277.452	  0.515	 -1.685
277.456	  0.470	 -2.325
277.460	  0.445	 -2.965
277.464	  0.445	 -3.225
277.468	  0.475	 -3.305
277.472	  0.475	 -3.390
277.476	  0.475	 -3.410
277.480	  0.455	 -3.455
277.484	  0.390	 -3.435
277.488	  0.275	 -3.355
277.492	  0.200	 -3.230
277.496	  0.210	 -3.055
277.500	  0.325	 -2.880
277.504	  0.450	 -2.770
277.508	  0.515	 -2.690
277.512	  0.420	 -2.575
277.516	  0.240	 -2.355
277.520	  0.025	 -2.030
277.524	 -0.155	 -1.670
277.528	 -0.265	 -1.310
277.532	 -0.285	 -1.050
277.536	 -0.290	 -0.870
277.540	 -0.325	 -0.700
277.544	 -0.370	 -0.560
277.548	 -0.410	 -0.390
277.552	 -0.470	 -0.195
277.556	 -0.455	 -0.050
277.560	 -0.460	  0.045
277.564	 -0.445	  0.105
277.568	 -0.440	  0.110
277.572	 -0.435	  0.115
277.576	 -0.425	  0.125
277.580	 -0.420	  0.120
277.584	 -0.440	  0.125
277.588	 -0.445	  0.150
277.592	 -0.455	  0.145
277.596	 -0.455	  0.175
277.600	 -0.435	  0.200
277.604	 -0.435	  0.200
277.608	 -0.425	  0.190
277.612	 -0.415	  0.205
277.616	 -0.405	  0.205
277.620	 -0.435	  0.210
277.624	 -0.435	  0.210
277.628	 -0.475	  0.225
277.632	 -0.470	  0.240
277.636	 -0.465	  0.255
277.640	 -0.440	  0.255
277.644	 -0.450	  0.275
277.648	 -0.470	  0.285
277.652	 -0.475	  0.295
277.656	 -0.495	  0.285
277.660	 -0.520	  0.310
277.664	 -0.515	  0.335
277.668	 -0.505	  0.325
277.672	 -0.510	  0.355
277.676	 -0.520	  0.400
277.680	 -0.515	  0.375
277.684	 -0.520	  0.410
277.688	 -0.555	  0.410
277.692	 -0.555	  0.430
277.696	 -0.565	  0.440
277.700	 -0.570	  0.485
277.704	 -0.590	  0.495
277.708	 -0.570	  0.510
277.712	 -0.570	  0.515
277.716	 -0.570	  0.545
277.720	 -0.565	  0.565
277.724	 -0.555	  0.560
277.728	 -0.580	  0.610
277.732	 -0.585	  0.610
277.736	 -0.610	  0.640
277.740	 -0.620	  0.665
277.744	 -0.610	  0.670
277.748	 -0.605	  0.715
277.752	 -0.585	  0.725
277.756	 -0.605	  0.730
277.760	 -0.590	  0.750
277.764	 -0.580	  0.765
277.768	 -0.590	  0.780
277.772	 -0.595	  0.810
277.776	 -0.595	  0.820
277.780	 -0.580	  0.830
277.784	 -0.545	  0.825
277.788	 -0.535	  0.835
277.792	 -0.535	  0.810
277.796	 -0.550	  0.845
277.800	 -0.535	  0.820
277.804	 -0.535	  0.820
277.808	 -0.505	  0.810
277.812	 -0.490	  0.810
277.816	 -0.465	  0.795
277.820	 -0.445	  0.780
277.824	 -0.420	  0.745
277.828	 -0.410	  0.705
277.832	 -0.390	  0.685
277.836	 -0.395	  0.665
277.840	 -0.390	  0.615
277.844	 -0.370	  0.580
277.848	 -0.345	  0.545
